id,name
1422,hoodwink hunters boomerang
1423,hoodwink mistwoods wayfarer
1424,dawnbreaker break of dawn
1425,dawnbreaker unbreakable
1426,marci guardian
1427,marci bodyguard
1428,marci special delivery
1429,special bonus unique marci guardian lifesteal
1430,special bonus unique marci unleash extend duration
1431,special bonus unique marci guardian damage
1432,primal beast colossal
1433,primal beast innate slow resistance per time
1434,primal beast innate status resistance per time
1435,muerta ofrenda
1436,muerta supernatural
1437,muerta ofrenda destroy
1438,special bonus unique muerta calling hp regen
1439,special bonus unique muerta gunslinger bonus damage
1442,special bonus unique lina crit debuff
1443,special bonus spell aoe 25
1444,special bonus spell aoe 50
1445,special bonus spell aoe 75
1446,special bonus spell aoe 100
1447,antimage persectur
1448,earthshaker spirit cairn
1449,phantom lancer illusory armaments
1450,special bonus unique phantom lancer illusory armaments dmg
1451,special bonus unique razor plasmafield max slow
1452,kunkka admirals rum
1453,special bonus unique kunkka admirals rum delay
1454,lina combustion
1455,special bonus unique sniper shrapnel damage
1456,beastmaster rugged
1457,venomancer sepsis
1458,special bonus unique death prophet silence aoe
1459,death prophet mourning ritual
1460,templar assassin third eye
1461,viper predator
1462,luna lunar orbit
1463,special bonus unique omniknight guardian angel duration
1464,enchantress rabblerouser
1465,weaver rewoven
1467,special bonus unique silencer arcane curse duration
1468,lycan summon wolves bash
1469,lycan summon wolves hamstring
1470,lycan summon wolves hightail
1471,brewmaster belligerent
1472,lone druid gift bearer
1473,lone druid bear necessities
1474,visage lurker
1475,medusa gorgon grasp
1476,beastmaster hawk perch
1477,medusa venomed volley
1478,troll warlord switch stance
1479,bristleback prickly
1480,special bonus unique skywrath concussive shot slow
1481,abaddon withering mist
1482,elder titan tip the scales
1483,legion commander outfight them
1484,ember spirit immolation
1485,special bonus unique arc warden flux silences
1486,abyssal underlord raid boss
1488,special bonus attack base damage 35
1489,special bonus unique juggernaut healing ward heal
1490,special bonus special bonus unique medusa gorgons grasp duration
1491,special bonus special bonus unique medusa gorgons grasp volleys
1492,special bonus unique ringmaster dagger penetrates
1493,special bonus unique ringmaster dagger bleed and slow duration
1494,earthshaker slugger
1495,special bonus hp regen 3
1496,special bonus unique batrider smoldering resin ticks
1497,kez switch weapons
1498,kez echo slash
1499,kez grappling claw
1500,kez kazurai katana
1501,kez raptor dance
1502,kez falcon rush
1503,kez talon toss
1504,kez shodo sai
1505,kez shodo sai parry cancel
1506,kez ravens veil
1507,special bonus unique kez grapple cast range
1508,special bonus unique kez parry bonus
1509,special bonus unique kez raptor dance radius
1510,special bonus unique kez kazura katana bleed damage
1511,special bonus unique kez falcon rush duration
1512,special bonus unique kez slip applies parry bonus
1513,special bonus unique kez echo slash strike count
1514,special bonus unique kez mark damage
1515,special bonus unique kez ultimate cooldown
1516,special bonus unique kez falcon rush evasion
1517,kez falcon rush ad
1518,kez talon toss ad
1519,kez shodo sai ad
1520,kez ravens veil ad
1521,special bonus unique kez ravens veil mark parry bonus
1539,special bonus unique zeus static field dmg
1540,special bonus unique viper predator damage
1541,special bonus unique enchantress enchant attackspeed
1542,special bonus unique mars arena cooldown
1809,dota empty ability
2091,item tier1 token
2092,item tier2 token
2093,item tier3 token
2094,item tier4 token
2095,item tier5 token
2610,ability lamp use
2611,ability pluck famango
4000,seasonal ti10 high five
4001,seasonal ti10 guild banner
4201,ability scout bonuses
4202,miniboss unyielding shield
4203,miniboss reflect
4646,tinker keen teleport
5001,default attack
5002,attribute bonus
5003,antimage mana break
5004,antimage blink
5005,antimage spell shield
5006,antimage mana void
5007,axe berserkers call
5008,axe battle hunger
5009,axe counter helix
5010,axe culling blade
5011,bane brain sap
5012,bane enfeeble
5013,bane fiends grip
5014,bane nightmare
5015,bloodseeker bloodrage
5016,bloodseeker blood bath
5017,bloodseeker thirst
5018,bloodseeker rupture
5019,drow ranger frost arrows
5020,drow ranger silence
5021,drow ranger precision aura
5022,drow ranger marksmanship
5023,earthshaker fissure
5024,earthshaker enchant totem
5025,earthshaker aftershock
5026,earthshaker echo slam
5027,juggernaut blade dance
5028,juggernaut blade fury
5029,juggernaut healing ward
5030,juggernaut omni slash
5031,kunkka torrent
5032,kunkka tidebringer
5033,kunkka x marks the spot
5034,kunkka return
5035,kunkka ghostship
5040,lina dragon slave
5041,lina light strike array
5042,lina fiery soul
5043,lina laguna blade
5044,lion impale
5045,lion voodoo
5046,lion mana drain
5047,lion finger of death
5048,mirana arrow
5049,mirana moonlight shadow
5050,mirana leap
5051,mirana starfall
5052,morphling waveform
5053,morphling adaptive strike agi
5054,morphling morph
5055,morphling morph agi
5056,morphling morph str
5057,morphling replicate
5058,morphling morph replicate
5059,nevermore shadowraze1
5060,nevermore shadowraze2
5061,nevermore shadowraze3
5062,nevermore necromastery
5063,nevermore dark lord
5064,nevermore requiem
5065,phantom lancer spirit lance
5066,phantom lancer doppelwalk
5067,phantom lancer juxtapose
5068,phantom lancer phantom rush
5069,puck illusory orb
5070,puck ethereal jaunt
5071,puck waning rift
5072,puck phase shift
5073,puck dream coil
5074,pudge flesh heap
5075,pudge meat hook
5076,pudge rot
5077,pudge dismember
5078,shadow shaman ether shock
5079,shadow shaman voodoo
5080,shadow shaman shackles
5081,shadow shaman mass serpent ward
5082,razor plasma field
5083,razor static link
5084,razor unstable current
5085,razor eye of the storm
5086,skeleton king hellfire blast
5087,skeleton king bone guard
5088,skeleton king mortal strike
5089,skeleton king reincarnation
5090,death prophet carrion swarm
5091,death prophet silence
5092,death prophet witchcraft
5093,death prophet exorcism
5094,sven storm bolt
5095,sven great cleave
5096,sven warcry
5097,sven gods strength
5098,storm spirit static remnant
5099,storm spirit electric vortex
5100,storm spirit overload
5101,storm spirit ball lightning
5102,sandking burrowstrike
5103,sandking sand storm
5104,sand king caustic finale
5105,sandking epicenter
5106,tiny avalanche
5107,tiny toss
5108,tiny tree grab
5109,tiny grow
5110,zuus arc lightning
5111,zuus lightning bolt
5112,zuus static field
5113,zuus thundergods wrath
5114,slardar sprint
5115,slardar slithereen crush
5116,slardar bash
5117,slardar amplify damage
5118,tidehunter gush
5119,tidehunter kraken shell
5120,tidehunter anchor smash
5121,tidehunter ravage
5122,vengefulspirit magic missile
5123,vengefulspirit command aura
5124,vengefulspirit wave of terror
5125,vengefulspirit nether swap
5126,crystal maiden crystal nova
5127,crystal maiden frostbite
5128,crystal maiden brilliance aura
5129,crystal maiden freezing field
5130,windrunner shackleshot
5131,windrunner powershot
5132,windrunner windrun
5133,windrunner focusfire
5134,lich frost nova
5135,lich frost armor
5136,lich frost shield
5137,lich chain frost
5138,witch doctor paralyzing cask
5139,witch doctor voodoo restoration
5140,witch doctor maledict
5141,witch doctor death ward
5142,riki smoke screen
5143,riki blink strike
5144,riki backstab
5145,riki tricks of the trade
5146,enigma malefice
5147,enigma demonic conversion
5148,enigma midnight pulse
5149,enigma black hole
5150,tinker laser
5151,tinker heat seeking missile
5152,tinker march of the machines
5153,tinker rearm
5154,sniper shrapnel
5155,sniper headshot
5156,sniper take aim
5157,sniper assassinate
5158,necrolyte death pulse
5159,necrolyte heartstopper aura
5160,necrolyte sadist
5161,necrolyte reapers scythe
5162,warlock fatal bonds
5163,warlock shadow word
5164,warlock upheaval
5165,warlock rain of chaos
5166,warlock champion of gorroth flaming fists
5167,warlock champion of gorroth permanent immolation
5168,beastmaster wild axes
5169,beastmaster call of the wild
5170,beastmaster hawk invisibility
5171,beastmaster boar poison
5172,beastmaster inner beast
5173,queenofpain shadow strike
5174,queenofpain blink
5175,queenofpain scream of pain
5176,queenofpain sonic wave
5177,beastmaster primal roar
5178,venomancer venomous gale
5179,venomancer poison sting
5180,venomancer plague ward
5181,venomancer poison nova
5182,faceless void time walk
5183,faceless void backtrack
5184,faceless void time lock
5185,faceless void chronosphere
5186,pugna nether blast
5187,pugna decrepify
5188,pugna nether ward
5189,pugna life drain
5190,phantom assassin stifling dagger
5191,phantom assassin phantom strike
5192,phantom assassin blur
5193,phantom assassin coup de grace
5194,templar assassin refraction
5195,templar assassin meld
5196,templar assassin psi blades
5197,templar assassin psionic trap
5198,templar assassin trap
5199,templar assassin self trap
5200,necronomicon warrior last will
5201,necronomicon warrior sight
5202,necronomicon warrior mana burn
5203,necronomicon archer mana burn
5204,necronomicon archer aoe
5205,courier return to base
5206,courier transfer items
5207,courier return stash items
5208,courier take stash items
5209,courier shield
5210,courier burst
5213,roshan spell block
5214,roshan bash
5215,roshan slam
5216,roshan inherent buffs
5217,roshan devotion
5218,viper poison attack
5219,viper nethertoxin
5220,viper corrosive skin
5221,viper viper strike
5222,luna lucent beam
5223,luna moon glaive
5224,luna lunar blessing
5225,luna eclipse
5226,dragon knight breathe fire
5227,dragon knight dragon tail
5228,dragon knight dragon blood
5229,dragon knight elder dragon form
5232,dragon knight frost breath
5233,dazzle poison touch
5234,dazzle shallow grave
5235,dazzle shadow wave
5236,dazzle weave
5237,rattletrap battery assault
5238,rattletrap power cogs
5239,rattletrap rocket flare
5240,rattletrap hookshot
5241,leshrac split earth
5242,leshrac diabolic edict
5243,leshrac lightning storm
5244,leshrac pulse nova
5245,furion sprout
5246,furion teleportation
5247,furion force of nature
5248,furion wrath of nature
5249,life stealer rage
5250,life stealer feast
5251,life stealer open wounds
5252,life stealer infest
5253,life stealer consume
5255,dark seer vacuum
5256,dark seer ion shell
5257,dark seer surge
5258,dark seer wall of replica
5259,clinkz burning barrage
5260,clinkz searing arrows
5261,clinkz wind walk
5262,clinkz death pact
5263,omniknight purification
5264,omniknight repel
5265,omniknight degen aura
5266,omniknight guardian angel
5267,enchantress untouchable
5268,enchantress enchant
5269,enchantress natures attendants
5270,enchantress impetus
5271,huskar inner vitality
5272,huskar burning spear
5273,huskar berserkers blood
5274,huskar life break
5275,night stalker void
5276,night stalker crippling fear
5277,night stalker hunter in the night
5278,night stalker darkness
5279,broodmother spawn spiderlings
5280,broodmother spin web
5281,broodmother incapacitating bite
5282,broodmother insatiable hunger
5283,broodmother spawn spiderite
5284,broodmother poison sting
5285,bounty hunter through and through toss
5286,bounty hunter jinada
5287,bounty hunter wind walk
5288,bounty hunter track
5289,weaver the swarm
5290,weaver shukuchi
5291,weaver geminate attack
5292,weaver time lapse
5293,kobold taskmaster speed aura
5294,centaur khan endurance aura
5295,centaur khan war stomp
5296,gnoll assassin envenomed weapon
5297,jakiro dual breath
5298,jakiro ice path
5299,jakiro liquid fire
5300,jakiro macropyre
5301,ghost frost attack
5302,polar furbolg ursa warrior thunder clap
5303,neutral spell immunity
5304,ogre magi frost armor
5305,dark troll warlord ensnare
5306,dark troll warlord raise dead
5307,giant wolf critical strike
5308,alpha wolf critical strike
5309,alpha wolf command aura
5310,tornado tempest
5312,enraged wildkin tornado
5313,enraged wildkin toughness aura
5314,satyr trickster purge
5315,satyr soulstealer mana burn
5316,satyr hellcaller shockwave
5317,satyr hellcaller unholy aura
5318,forest troll high priest heal
5319,harpy storm chain lightning
5320,batrider sticky napalm
5321,batrider flamebreak
5322,batrider firefly
5323,batrider flaming lasso
5324,black dragon splash attack
5325,blue dragonspawn sorcerer evasion
5326,blue dragonspawn overseer evasion
5327,blue dragonspawn overseer devotion aura
5328,chen penitence
5329,chen test of faith
5330,chen holy persuasion
5331,chen hand of god
5332,big thunder lizard slam
5333,big thunder lizard frenzy
5334,spectre spectral dagger
5335,spectre desolate
5336,spectre dispersion
5337,spectre haunt
5338,spectre reality
5339,doom bringer devour
5340,doom bringer scorched earth
5341,doom bringer infernal blade
5342,doom bringer doom
5343,doom bringer empty1
5344,doom bringer empty2
5345,ancient apparition cold feet
5346,ancient apparition ice vortex
5347,ancient apparition chilling touch
5348,ancient apparition ice blast
5349,ancient apparition ice blast release
5350,backdoor protection
5351,backdoor protection in base
5352,beastmaster greater boar poison
5353,spirit breaker charge of darkness
5354,spirit breaker empowering haste
5355,spirit breaker greater bash
5356,spirit breaker nether strike
5357,ursa earthshock
5358,ursa overpower
5359,ursa fury swipes
5360,ursa enrage
5361,gyrocopter rocket barrage
5362,gyrocopter homing missile
5363,gyrocopter flak cannon
5364,gyrocopter call down
5365,alchemist acid spray
5366,alchemist unstable concoction
5367,alchemist unstable concoction throw
5368,alchemist greevils greed
5369,alchemist chemical rage
5370,invoker quas
5371,invoker wex
5372,invoker exort
5373,invoker empty1
5374,invoker empty2
5375,invoker invoke
5376,invoker cold snap
5377,silencer curse of the silent
5378,silencer glaives of wisdom
5379,silencer last word
5380,silencer global silence
5381,invoker ghost walk
5382,invoker tornado
5383,invoker emp
5384,invoker alacrity
5385,invoker chaos meteor
5386,invoker sun strike
5387,invoker forge spirit
5388,forged spirit melting strike
5389,invoker ice wall
5390,invoker deafening blast
5391,obsidian destroyer arcane orb
5392,obsidian destroyer astral imprisonment
5393,obsidian destroyer essence aura
5394,obsidian destroyer sanity eclipse
5395,lycan summon wolves
5396,lycan howl
5397,lycan feral impulse
5398,lycan shapeshift
5399,lycan summon wolves critical strike
5400,brewmaster thunder clap
5401,brewmaster drunken haze
5402,brewmaster drunken brawler
5403,brewmaster primal split
5404,brewmaster earth hurl boulder
5405,brewmaster earth spell immunity
5406,brewmaster earth pulverize
5407,tidehunter dead in the water
5408,brewmaster storm dispel magic
5409,brewmaster storm cyclone
5410,brewmaster storm wind walk
5411,brewmaster fire permanent immolation
5412,lone druid summon spirit bear
5413,lone druid rabid
5414,lone druid savage roar
5415,lone druid true form
5416,lone druid true form druid
5417,lone druid true form battle cry
5418,lone druid summon spirit bear return
5419,lone druid summon spirit bear entangle
5420,lone druid summon spirit bear demolish
5421,shadow demon disruption
5422,shadow demon soul catcher
5423,shadow demon shadow poison
5424,shadow demon shadow poison release
5425,shadow demon demonic purge
5426,chaos knight chaos bolt
5427,chaos knight reality rift
5428,chaos knight chaos strike
5429,chaos knight phantasm
5430,meepo earthbind
5431,meepo poof
5432,meepo geostrike
5433,meepo divided we stand
5434,treant natures guise
5435,treant leech seed
5436,treant living armor
5437,treant overgrowth
5438,ogre magi fireblast
5439,ogre magi ignite
5440,ogre magi bloodlust
5441,ogre magi multicast
5442,undying decay
5443,undying soul rip
5444,undying tombstone
5445,undying tombstone zombie aura
5446,undying tombstone zombie deathstrike
5447,undying flesh golem
5448,rubick telekinesis
5449,rubick telekinesis land
5450,rubick fade bolt
5451,rubick null field
5452,rubick spell steal
5453,rubick empty1
5454,rubick empty2
5455,rubick hidden1
5456,rubick hidden2
5457,rubick hidden3
5458,disruptor thunder strike
5459,disruptor glimpse
5460,disruptor kinetic field
5461,disruptor static storm
5462,nyx assassin impale
5463,nyx assassin mana burn
5464,nyx assassin spiked carapace
5465,nyx assassin vendetta
5466,ogre magi unrefined fireblast
5467,naga siren mirror image
5468,naga siren ensnare
5469,naga siren rip tide
5470,naga siren song of the siren
5471,keeper of the light illuminate
5472,keeper of the light mana leak
5473,keeper of the light chakra magic
5474,keeper of the light spirit form
5475,keeper of the light recall
5476,keeper of the light blinding light
5477,keeper of the light illuminate end
5478,naga siren song of the siren cancel
5479,keeper of the light spirit form illuminate
5480,visage grave chill
5481,visage soul assumption
5482,visage gravekeepers cloak
5483,visage summon familiars
5484,visage summon familiars stone form
5485,wisp tether
5486,wisp spirits
5487,wisp overcharge
5488,wisp relocate
5489,wisp tether break
5490,wisp spirits in
5491,forest troll high priest mana aura
5492,courier go to secretshop
5493,wisp spirits out
5494,slark dark pact
5495,slark pounce
5496,slark essence shift
5497,slark shadow dance
5500,lycan summon wolves invisibility
5501,keeper of the light empty1
5502,keeper of the light empty2
5503,keeper of the light spirit form illuminate end
5504,medusa split shot
5505,medusa mystic snake
5506,medusa mana shield
5507,medusa stone gaze
5508,troll warlord berserkers rage
5509,troll warlord whirling axes ranged
5510,troll warlord whirling axes melee
5511,troll warlord fervor
5512,troll warlord battle trance
5514,centaur hoof stomp
5515,centaur double edge
5516,centaur return
5517,centaur stampede
5518,magnataur shockwave
5519,magnataur empower
5520,magnataur skewer
5521,magnataur reverse polarity
5522,chen test of faith teleport
5523,bane nightmare end
5524,shredder whirling death
5525,shredder timber chain
5526,shredder reactive armor
5527,shredder chakram
5528,shredder return chakram
5529,greevil magic missile
5530,greevil cold snap
5531,greevil decrepify
5532,greevil diabolic edict
5533,greevil maledict
5534,greevil shadow strike
5535,greevil laguna blade
5536,greevil miniboss black nightmare
5537,greevil miniboss black brain sap
5538,greevil miniboss blue cold feet
5539,greevil miniboss blue ice vortex
5540,greevil miniboss red earthshock
5541,greevil miniboss red overpower
5542,greevil miniboss yellow ion shell
5543,greevil miniboss yellow surge
5544,greevil miniboss white purification
5545,greevil miniboss white degen aura
5546,greevil poison nova
5547,greevil ice wall
5548,bristleback viscous nasal goo
5549,bristleback quill spray
5550,bristleback bristleback
5551,bristleback warpath
5552,greevil fatal bonds
5553,greevil blade fury
5554,greevil phantom strike
5555,greevil time lock
5556,greevil shadow wave
5557,greevil leech seed
5558,greevil echo slam
5559,greevil natures attendants
5560,greevil bloodlust
5561,greevil purification
5562,greevil flesh golem
5563,greevil hook
5564,greevil rot
5565,tusk ice shards
5566,tusk snowball
5567,tusk frozen sigil
5568,tusk walrus punch
5569,greevil black hole
5570,greevil miniboss green living armor
5571,greevil miniboss green overgrowth
5572,greevil miniboss orange dragon slave
5573,greevil miniboss orange light strike array
5574,greevil miniboss purple venomous gale
5575,greevil miniboss purple plague ward
5576,greevil miniboss sight
5577,throw snowball
5578,throw coal
5579,healing campfire
5581,skywrath mage arcane bolt
5582,skywrath mage concussive shot
5583,skywrath mage ancient seal
5584,skywrath mage mystic flare
5585,abaddon death coil
5586,abaddon aphotic shield
5587,abaddon frostmourne
5588,abaddon borrowed time
5589,elder titan echo stomp
5590,elder titan echo stomp spirit
5591,elder titan astral spirit
5592,elder titan return spirit
5593,elder titan natural order
5594,elder titan earth splitter
5595,legion commander overwhelming odds
5596,legion commander press the attack
5597,legion commander moment of courage
5598,legion commander duel
5599,techies land mines
5600,techies stasis trap
5601,techies suicide
5602,techies remote mines
5603,ember spirit searing chains
5604,ember spirit sleight of fist
5605,ember spirit flame guard
5606,ember spirit fire remnant
5607,ember spirit activate fire remnant
5608,earth spirit boulder smash
5609,earth spirit rolling boulder
5610,earth spirit geomagnetic grip
5611,earth spirit stone remnant
5612,earth spirit magnetize
5613,abyssal underlord firestorm
5614,abyssal underlord pit of malice
5615,abyssal underlord atrophy aura
5616,abyssal underlord dark rift
5617,abyssal underlord cancel dark rift
5618,roshan halloween spell block
5619,terrorblade reflection
5620,terrorblade conjure image
5621,terrorblade metamorphosis
5622,terrorblade sunder
5623,phoenix icarus dive
5624,phoenix icarus dive stop
5625,phoenix fire spirits
5626,phoenix sun ray
5627,phoenix sun ray stop
5628,phoenix sun ray toggle move
5630,phoenix supernova
5631,phoenix launch fire spirit
5632,drow ranger wave of silence
5635,techies focused detonate
5636,techies remote mines self detonate
5637,oracle fortunes end
5638,oracle fates edict
5639,oracle purifying flames
5640,oracle false promise
5641,tusk launch snowball
5642,courier morph
5643,broodmother spin web destroy
5644,techies minefield sign
5645,shredder chakram 2
5646,shredder return chakram 2
5648,earth spirit petrify
5649,treant eyes in the forest
5650,shoot firework
5651,winter wyvern arctic burn
5652,winter wyvern splinter blast
5653,winter wyvern cold embrace
5654,winter wyvern winters curse
5655,life stealer control
5656,granite golem hp aura
5657,life stealer empty 1
5658,life stealer empty 2
5659,life stealer empty 3
5660,life stealer empty 4
5661,cny beast force attack
5662,cny2015 sonic wave
5663,cny2015 black hole
5664,cny2015 chronosphere
5665,cny beast teleport
5666,nyx assassin burrow
5667,mud golem rock destroy
5668,tusk ice shards stop
5669,ability capture
5670,mud golem hurl boulder
5671,life stealer assimilate
5672,tusk walrus kick
5673,nyx assassin unburrow
5674,morphling hybrid
5675,life stealer assimilate eject
5676,courier take stash and transfer items
5677,arc warden flux
5678,arc warden magnetic field
5679,arc warden spark wraith
5680,granite golem bash
5681,black dragon dragonhide aura
5682,big thunder lizard wardrums aura
5683,arc warden tempest double
5684,obsidian destroyer equilibrium
5685,death prophet spirit siphon
5686,ancient golem rockslide
5687,lone druid savage roar bear
5688,mudgolem cloak aura
5689,black dragon fireball
5690,invoker attribute bonus
5691,faceless void time dilation
5716,monkey king boundless strike
5719,monkey king mischief
5721,monkey king tree dance
5722,monkey king untransform
5723,monkey king jingu mastery
5724,monkey king primal spring
5725,monkey king wukongs command
5726,monkey king primal spring early
5750,elder titan natural order spirit
5751,muerta dead shot
5752,muerta the calling
5753,muerta gunslinger
5754,muerta pierce the veil
5755,special bonus unique muerta dead shot charges
5756,special bonus unique muerta dead shot damage
5757,special bonus unique muerta dead shot range
5758,special bonus unique muerta the calling num revenants
5759,special bonus unique muerta gunslinger double shot chance
5760,muerta parting shot
5761,special bonus unique invoker ice wall dps
5762,special bonus unique invoker additional chaos meteors
5763,special bonus unique tusk tag team armor reduction
5900,special bonus hp 100
5901,special bonus hp 125
5902,special bonus hp 150
5903,special bonus hp 250
5904,special bonus mp 125
5905,special bonus mp 150
5906,special bonus attack speed 20
5907,special bonus attack speed 30
5908,special bonus attack speed 60
5909,special bonus hp regen 4
5910,special bonus hp regen 5
5911,special bonus hp regen 8
5912,special bonus hp regen 10
5913,special bonus hp regen 14
5914,special bonus hp regen 15
5915,special bonus mp regen 1
5916,special bonus mp regen 4
5917,special bonus movement speed 15
5918,special bonus movement speed 20
5919,special bonus movement speed 25
5920,special bonus all stats 4
5921,special bonus all stats 5
5922,special bonus all stats 6
5923,special bonus all stats 8
5924,special bonus intelligence 6
5925,special bonus intelligence 8
5926,special bonus intelligence 12
5927,special bonus strength 5
5928,special bonus strength 12
5929,special bonus agility 15
5930,special bonus armor 3
5931,special bonus armor 4
5932,special bonus armor 5
5933,special bonus armor 6
5934,special bonus armor 8
5935,special bonus magic resistance 5
5936,special bonus magic resistance 8
5937,special bonus magic resistance 10
5938,special bonus attack damage 15
5939,special bonus attack damage 30
5940,special bonus attack damage 40
5941,special bonus attack damage 50
5942,special bonus attack damage 70
5943,special bonus attack range 100
5944,special bonus attack range 125
5945,special bonus attack range 200
5946,special bonus cast range 50
5947,special bonus cast range 75
5948,special bonus spell amplify 5
5949,special bonus spell amplify 8
5950,special bonus cooldown reduction 8
5951,special bonus cooldown reduction 15
5952,special bonus cooldown reduction 20
5953,special bonus respawn reduction 20
5954,special bonus respawn reduction 25
5955,special bonus gold income 30
5956,special bonus gold income 60
5957,special bonus gold income 150
5958,special bonus movement speed 10
5959,special bonus hp 200
5960,special bonus attack damage 20
5961,special bonus mp regen 2
5962,special bonus agility 20
5963,special bonus attack range 150
5964,special bonus respawn reduction 30
5965,special bonus intelligence 10
5966,special bonus hp regen 7
5968,special bonus attack damage 90
5969,special bonus hp regen 6
5970,special bonus armor 7
5971,special bonus evasion 10
5972,special bonus evasion 15
5973,special bonus evasion 20
5974,special bonus evasion 25
5975,special bonus respawn reduction 15
5976,special bonus hp 400
5977,special bonus unique clockwerk
5978,special bonus strength 13
5979,special bonus attack damage 100
5980,special bonus mp regen 6
5981,special bonus unique omniknight 1
5982,special bonus strength 8
5983,special bonus exp boost 5
5984,special bonus strength 25
5985,special bonus exp boost 10
5986,special bonus exp boost 15
5987,special bonus exp boost 25
5988,special bonus unique centaur 2
5989,special bonus spell amplify 10
5990,special bonus mp 300
5991,special bonus intelligence 15
5992,special bonus attack range 50
5993,special bonus hp 300
5994,special bonus magic resistance 6
5995,special bonus intelligence 20
5996,special bonus spell amplify 6
5998,special bonus unique witch doctor 1
6000,special bonus magic resistance 20
6002,special bonus strength 3
6003,special bonus cast range 100
6004,special bonus armor 10
6005,special bonus strength 4
6006,special bonus mp 250
6007,special bonus gold income 90
6008,special bonus gold income 120
6009,special bonus attack damage 25
6010,special bonus unique necrophos
6011,special bonus agility 13
6012,special bonus unique antimage
6013,special bonus unique mirana 1
6014,special bonus agility 8
6015,special bonus spell amplify 4
6016,special bonus attack speed 25
6017,special bonus exp boost 20
6018,special bonus unique bounty hunter
6019,special bonus unique underlord
6020,special bonus attack speed 50
6021,special bonus cooldown reduction 10
6022,special bonus hp regen 40
6023,special bonus unique pudge 1
6024,special bonus unique treant
6025,special bonus 20 bash 2
6026,special bonus gold income 180
6027,special bonus attack range 75
6028,special bonus unique razor
6029,special bonus agility 10
6030,special bonus attack speed 80
6031,special bonus unique visage 1
6032,special bonus cast range 60
6034,special bonus hp 175
6035,special bonus unique earthshaker
6037,special bonus attack speed 100
6038,special bonus respawn reduction 35
6039,special bonus unique lich 1
6040,special bonus attack range 250
6041,special bonus unique rubick
6042,special bonus intelligence 13
6045,special bonus unique sven
6047,special bonus unique dark seer
6048,special bonus strength 6
6049,special bonus unique dazzle 1
6050,special bonus intelligence 25
6051,special bonus attack range 300
6052,special bonus unique shadow shaman 1
6053,special bonus unique warlock 1
6054,special bonus unique warlock 2
6055,special bonus spell amplify 15
6056,special bonus cast range 150
6057,special bonus unique vengeful spirit 3
6058,special bonus unique venomancer
6059,special bonus respawn reduction 60
6060,special bonus intelligence 30
6061,special bonus spell lifesteal 70
6062,special bonus unique morphling 1
6063,special bonus unique leshrac 1
6064,special bonus unique jakiro
6065,special bonus unique enigma
6066,special bonus respawn reduction 40
6067,special bonus mp 175
6068,special bonus unique bane 1
6069,special bonus unique bane 2
6070,special bonus unique nevermore 2
6071,special bonus unique templar assassin
6072,special bonus unique crystal maiden 1
6073,special bonus unique doom 1
6074,special bonus all stats 7
6077,special bonus movement speed 35
6078,special bonus lifesteal 20
6079,special bonus hp regen 20
6080,special bonus strength 20
6082,special bonus unique brewmaster
6083,special bonus unique bristleback
6084,special bonus unique furion
6085,special bonus unique phoenix 2
6086,special bonus unique enchantress 2
6087,special bonus unique batrider 1
6088,special bonus unique wraith king 2
6089,special bonus unique kunkka
6090,special bonus unique dragon knight
6091,special bonus magic resistance 25
6092,special bonus day vision 400
6093,special bonus movement speed 40
6094,special bonus mp 200
6095,special bonus attack damage 10
6096,special bonus mp 100
6097,special bonus unique invoker 1
6098,special bonus unique invoker 2
6099,special bonus unique invoker 3
6100,special bonus unique abaddon
6101,special bonus unique alchemist
6102,special bonus unique axe
6103,special bonus unique beastmaster
6104,special bonus unique clinkz 1
6105,special bonus unique juggernaut
6106,special bonus unique winter wyvern 1
6107,special bonus unique terrorblade
6110,special bonus armor 2
6111,special bonus lifesteal 25
6112,special bonus attack damage 120
6114,special bonus cast range 200
6115,special bonus strength 7
6116,special bonus mp regen 10
6117,special bonus intelligence 7
6118,special bonus attack speed 10
6119,special bonus attack speed 15
6120,special bonus cast range 175
6121,special bonus lifesteal 30
6122,special bonus status resistance 15
6123,special bonus status resistance 20
6124,special bonus status resistance 25
6125,spawnlord aura
6126,spawnlord master bash
6127,special bonus unique luna 2
6128,special bonus unique faceless void
6129,special bonus unique night stalker
6130,special bonus unique nyx
6131,special bonus unique weaver 2
6132,special bonus unique ursa
6133,special bonus unique chaos knight
6134,special bonus unique lycan 1
6135,special bonus all stats 15
6136,special bonus armor 9
6137,special bonus strength 10
6138,special bonus magic resistance 15
6139,special bonus all stats 12
6140,special bonus unique lycan 2
6141,special bonus movement speed 30
6142,special bonus attack damage 65
6144,special bonus unique windranger
6145,special bonus strength 15
6146,special bonus unique phantom lancer
6147,special bonus unique slark
6148,special bonus unique spectre
6149,special bonus unique spirit breaker 1
6150,special bonus agility 25
6151,special bonus unique tidehunter
6152,special bonus unique tinker
6153,special bonus unique tiny
6154,special bonus unique troll warlord
6155,special bonus unique undying
6156,special bonus unique viper 1
6157,special bonus unique zeus
6158,special bonus lifesteal 10
6159,special bonus attack damage 12
6160,special bonus mp regen 3
6161,special bonus cast range 250
6162,special bonus spell amplify 3
6164,special bonus attack damage 35
6165,special bonus unique viper 2
6166,special bonus spell lifesteal 20
6167,special bonus unique storm spirit
6168,special bonus all stats 10
6169,special bonus agility 16
6170,special bonus agility 14
